Date,City,Temperature (C),Precipitation (mm),Wind Speed (km/h)
2024-01-01,Toronto,4.9816047538945,19.599406587177015,25.492700477522884
2024-01-02,Toronto,28.028572256396643,12.037631792726442,25.063782231286467
2024-01-03,Toronto,19.279757672456203,11.648453164144929,2.5121504911491064
2024-01-04,Toronto,13.946339367881464,14.961463588590643,1.7455776328111905
2024-01-05,Toronto,-3.7592543823025393,16.23539576180275,27.557998095818604
2024-01-06,Toronto,-3.760219186551894,13.129572146630053,21.908930662417227
2024-01-07,Toronto,-7.676655513272022,2.5619149273240005,41.95901974901493
2024-01-08,Toronto,24.647045830997406,6.765350119889968,8.033979235592259
2024-01-09,Toronto,14.044600469728351,18.561672806520995,1.24858310585248
2024-01-10,Toronto,18.322903111841818,4.492312236877039,22.451938396506293
2024-01-11,Toronto,-9.176620228167902,7.443340476750267,11.873927837612875
2024-01-12,Toronto,28.796394086479772,8.64153765888392,2.4807186669418724
2024-01-13,Toronto,23.29770563201687,8.788099793889044,36.22991434238145
2024-01-14,Toronto,-1.5064355728689538,12.25879164989051,5.579649997862374
2024-01-15,Toronto,-2.7270013117159753,18.86151675489415,30.415975000388585
2024-01-16,Toronto,-2.6638196058626473,4.8138542366501,14.052487508344457
2024-01-17,Toronto,2.169689718381509,2.4300275260183613,8.6748025177511
2024-01-18,Toronto,10.990257265289515,3.9494097971987463,18.987576145965875
2024-01-19,Toronto,7.27780074568463,17.73849800418539,40.072288811147686
2024-01-20,Toronto,1.6491656079216774,12.916216253104121,19.604678845228634
2024-01-21,Toronto,14.47411578889518,5.718135784783202,37.538482460552785
2024-01-22,Toronto,-4.420245573918327,16.318938779372345,6.274314839957534
2024-01-23,Toronto,1.6857859414087262,17.22739992726872,38.638570983253956
2024-01-24,Toronto,4.654473731747668,16.930286773805562,11.846666245332433
2024-01-25,Toronto,8.242799368681439,18.37853067279109,33.86965649444364
2024-01-26,Toronto,21.407038455720546,5.044820403467232,28.289077742049816
2024-01-27,Toronto,-2.0130487136656106,15.100838574925566,46.45723586058437
2024-01-28,Toronto,10.569377536544465,9.2107899454828,19.366125898765702
2024-01-29,Toronto,13.6965827544817,16.83997105780123,3.308259441722022
2024-01-30,Toronto,-8.14198349120009,14.569813543232264,0.9577742775626452
2024-01-31,Toronto,14.301794076057533,15.528948929994492,41.34292804863765
2024-02-01,Toronto,-3.179035052508339,13.12323675362143,26.236781883071608
2024-02-02,Toronto,-7.397936280588819,3.5485753893941374,38.76220259174746
2024-02-03,Toronto,27.955421490133332,10.900538377938766,11.721280000575735
2024-02-04,Toronto,28.625281322982374,19.693394790490164,17.254187275661685
2024-02-05,Toronto,22.335893924658443,18.747761329942378,1.505193610565947
2024-02-06,Toronto,2.1845507669348265,0.8634747159402334,48.07461622870561
2024-02-07,Toronto,-6.093115439744645,3.2962963145887425,33.39339533504067
2024-02-08,Toronto,17.369321060486275,2.634575469091238,46.66025438796531
2024-02-09,Toronto,7.606099749584054,14.51959819970591,13.274820371453616
2024-02-10,Toronto,-5.118470606208847,16.3557065971389,30.573180561283042
2024-02-11,Toronto,9.807076404450807,4.270227326213439,33.924998414631894
2024-02-12,Toronto,-8.624459155391264,10.11705385903658,15.877485012879422
2024-02-13,Toronto,26.372816083151285,16.814060560224,42.405461750781505
2024-02-14,Toronto,0.3511992640006767,14.656030895325012,47.35807314501239
2024-02-15,Toronto,16.50089137415928,10.844744109836967,44.24275588480022
2024-02-16,Toronto,2.468443043576439,11.806953809175457,36.953348796968626
2024-02-17,Toronto,10.802720847112433,10.1672109383256,13.873233986247701
2024-02-18,Toronto,11.868411173731186,5.950969026376411,14.080802105281586
2024-02-19,Toronto,-2.6058217789789184,11.300439857180322,48.1680160223019
2024-02-20,Toronto,28.783385110582344,13.777706041001814,0.5142247967846014
2024-02-21,Toronto,21.005312934444582,17.466458317216155,35.802498662107226
2024-02-22,Toronto,27.579957662567566,12.725827079584962,35.31230812776311
2024-02-23,Toronto,25.79309401710595,15.22243074086316,31.134477047489874
2024-02-24,Toronto,13.915999152443405,3.20143269909146,49.50544230434329
2024-02-25,Toronto,26.87496940092467,9.231149488395797,15.593971788186261
2024-02-26,Toronto,-6.46029991792322,0.18663239654186592,16.998593189662408
2024-02-27,Toronto,-2.160685503234192,4.93357729043246,3.9469701473277774
2024-02-28,Toronto,-8.190908443578477,14.529234302260097,22.139906827186874
2024-02-29,Toronto,3.0132132305305745,19.83619902698727,13.052426311742405
2024-03-01,Toronto,5.547091587579281,1.9835619917443181,17.169335108882212
2024-03-02,Toronto,0.8539612709558355,8.029886317225765,41.72858951278138
2024-03-03,Toronto,23.149500366077177,16.00141937398319,46.77422567637478
2024-03-04,Toronto,4.270133067743572,4.080712692577977,9.286653600259282
2024-03-05,Toronto,1.2373803874952305,11.101698986045726,18.625446577673294
2024-03-06,Toronto,11.70784332632994,14.661425920593496,46.4315281057697
2024-03-07,Toronto,-4.363031001009494,12.319709005203581,3.0904230344611316
2024-03-08,Toronto,22.08787923016159,3.7604946923083227,4.6180264055689255
2024-03-09,Toronto,-7.017974252809167,7.107691373714788,8.139549460311468
2024-03-10,Toronto,29.475477464020692,15.675835689707945,29.760641706343737
2024-03-11,Toronto,20.889790771866295,11.084530282640333,7.523613550299873
2024-03-12,Toronto,-2.0513727386331038,0.10459227085825473,48.40381907253668
2024-03-13,Toronto,-9.779115315055904,15.219815200561877,22.335726362926017
2024-03-14,Toronto,22.618457138193364,0.7062270988047814,25.07589801750832
2024-03-15,Toronto,18.274293753904686,14.914675654624643,12.332930790270325
2024-03-16,Toronto,19.160286721639494,4.049611203304748,23.548012621736675
2024-03-17,Toronto,20.85081386743783,19.161469602387605,33.095681631850574
2024-03-18,Toronto,-7.038213930636386,7.35881502604169,37.55885684770214
2024-03-19,Toronto,4.338629141770905,6.538632326761582,37.69340413549565
2024-03-20,Toronto,-5.365237618994811,2.9777610066488935,28.894555634704417
2024-03-21,Toronto,24.52413703502374,6.112084309804297,45.217988749692864
2024-03-22,Toronto,14.931925073102317,17.53301523656401,40.87039236530547
2024-03-23,Toronto,3.2359209941059675,19.926686752544946,37.852405734931274
2024-03-24,Toronto,-7.457665988559055,7.366190610136966,2.780276084023031
2024-03-25,Toronto,2.439292868626488,8.97221261909085,0.3438981109824657
2024-03-26,Toronto,3.007332881069882,14.441418764054742,10.622363859773648
2024-03-27,Toronto,19.18424713352256,17.72391560930149,33.176179695672616
2024-03-28,Toronto,15.502298854208526,11.860886683735682,20.559874444127292
2024-03-29,Toronto,25.48850970305306,7.830513963556587,20.120312964965585
2024-03-30,Toronto,8.888597006477973,8.252436816972475,44.22934441148069
2024-03-31,Toronto,-5.216230162467932,13.912362929936137,44.77814240659194
2024-04-01,Toronto,18.5297914889198,0.06436527208557363,45.458763202679286
2024-04-02,Toronto,20.431401944675898,12.391786749196815,15.693903825751365
2024-04-03,Toronto,12.45108790277985,7.109860208827148,34.55279063696309
2024-04-04,Toronto,20.83868719818244,15.883946625541686,13.581659063718481
2024-04-05,Toronto,9.75182385457563,1.8598127964626432,9.530491653722489
2024-04-06,Toronto,10.909313175279763,11.76404533896781,9.231622867368461
2024-04-07,Toronto,7.101640734341984,9.619457797722475,17.1053810431797
2024-04-08,Toronto,-8.983234930236193,12.846510518104548,21.497880988991085
2024-04-09,Toronto,-5.684342920267822,1.297071889659367,41.54745855275342
2024-04-10,Toronto,-8.74283257253063,11.599675748562625,5.994554673635605
2024-04-11,Toronto,15.456416450551217,11.229691759190475,36.74629236974471
2024-04-12,Toronto,2.574239243053068,11.213201888323418,26.572745709465266
2024-04-13,Toronto,10.342827646588113,12.069753331929096,14.397267133799623
2024-04-14,Toronto,26.302658957043718,13.529358744527244,24.640979226641228
2024-04-15,Toronto,-0.028310834045001343,16.099779993615396,14.997103488851133
